Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
363	NCT04285190	The Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With COVID-19		Not yet recruiting	No Results Available	Coronavirus Disease 2019|Novel Coronavirus Pneumonia	Drug: T89	The time to oxygen saturation recovery to normal level (≥97%)|The proportion of patients with normal level of oxygen saturation(≥97%)|The degree of remission of symptoms of patients, including: fatigue, nausea, vomiting, chest tightness, shortness of breath, etc.|The time to the myocardial enzyme spectrum recovery to normal after treatment|The proportion of the patients with normal myocardial enzyme spectrum after treatment|The time to the electrocardiogram recovery to normal level after treatment|The proportion of the patients with normal electrocardiogram after treatment|The time to the hemodynamics recovery to normal after treatment|The proportion of the patients with normal hemodynamics after treatment|The time to exacerbation or remission of the disease after treatment;|The proportion of the patients with exacerbation or remission of disease after treatment|The proportion of patients who need other treatment (e.g. heparin, anticoagulants) due to microcirculation disorders|The all-cause mortality rate|The proportion of patients with acidosis|The total duration of the patients in-hospital|The total duration of oxygen inhalation during treatment|The oxygen flow rate during treatment|The oxygen concentration during treatment	Tasly Pharmaceuticals, Inc.	All	18 Years to 85 Years   (Adult, Older Adult)	Not Applicable	120	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	T89-NCP-01	February 26, 2020	June 15, 2020	September 15, 2020	February 26, 2020		February 26, 2020			https://ClinicalTrials.gov/show/NCT04285190
364	NCT04324606	A Study of a Candidate COVID-19 Vaccine (COV001)		Recruiting	No Results Available	Coronavirus	Biological: ChAdOx1 nCoV-19|Biological: MenACWY Placebo	Assess efficacy of the candidate ChAdOx1 nCoV-19 against COVID-19: Number of virologically confirmed (PCR positive) symptomatic cases|Assess the safety of the candidate vaccine ChAdOx1 nCoV: Occurrence of serious adverse events (SAEs)|Assess the safety, tolerability and reactogenicity profile of the candidate vaccine ChAdOx1 nCoV: Occurrence of solicited local reactogenicity signs and symptoms|Assess the safety, tolerability and reactogenicity profile of the candidate vaccine ChAdOx1 nCoV: Occurrence of solicited systemic reactogenicity signs and symptoms|Assess the safety, tolerability and reactogenicity profile of the candidate vaccine ChAdOx1 nCoV: Occurrence of unsolicited adverse events (AEs)|Assess the safety, tolerability and reactogenicity profile of the candidate vaccine ChAdOx1 nCoV through standard blood tests|Assess the safety, tolerability and reactogenicity profile of the candidate vaccine ChAdOx1 nCoV by measuring the number of disease enhancement episodes|Assess efficacy of the candidate ChAdOx1 nCoV-19 against severe and non-severe COVID-19|Assess efficacy of the candidate ChAdOx1 nCoV-19 against severe and non-severe COVID-19 by measuring seroconversion rates|Assess cellular and humoral immunogenicity of ChAdOx1 nCoV-19 through ELISpot assays|Assess cellular and humoral immunogenicity of ChAdOx1 nCoV-19	University of Oxford	All	18 Years to 55 Years   (Adult)	Phase 1|Phase 2	510	Other	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	COV001	April 2020	May 2021	May 2021	March 27, 2020		April 15, 2020	NIHR WTCRF, University Hospital Southampton NHS Foundation Trust, Southampton, Hampshire, United Kingdom|Imperial College Healthcare NHS Trust, London, United Kingdom|CCVTM, University of Oxford, Churchill Hospital, Oxford, United Kingdom|John Radcliffe Hospital, Oxford, United Kingdom		https://ClinicalTrials.gov/show/NCT04324606
365	NCT04325048	Clinical Evaluation of Cordio Application in Adult COVID-19 Virus Positive Patients		Not yet recruiting	No Results Available	Coronavirus Infection	Device: Cordio App	Voice anaysis	Cordio Medical	All	18 Years and older   (Adult, Older Adult)		5000	Industry	Observational	Observational Model: Cohort|Time Perspective: Prospective	COV001	April 2020	June 2021	September 2021	March 27, 2020		April 14, 2020			https://ClinicalTrials.gov/show/NCT04325048
366	NCT04351503	A Systems Approach to Predict the Outcome of SARS-CoV-2 in the Population of a City		Recruiting	No Results Available	SARS Coronavirus (SARS-CoV-2) Infection	Other: Study A|Other: Study B|Other: Study C	Identification of factors associated with (i) infection (binary, yes/no), (ii) hospitalization (binary, yes/no), (iii) requirement for ICU treatment (binary, yes/no)|duration of hospitalization (in days)|duration of Intensive Care Unit (ICU) stay (in days)|in-hospital mortality (binary, yes/no)|Number of infected cases within the city of Basel|whole genome sequencing to study pathogen evolution	University Hospital, Basel, Switzerland|sciCORE University of Basel|Leonhard Med IT ETH Zurich|Swiss Institute of Bioinformatics	All	Child, Adult, Older Adult		10000	Other	Observational	Observational Model: Other|Time Perspective: Retrospective	2020-00769; qu20Egli2	April 9, 2020	April 2022	April 2022	April 17, 2020		April 17, 2020	Viollier AG, Allschwil, Switzerland|University Hospital Basel, Basel, Switzerland|Biozentrum University of Basel, Basel, Switzerland|sciCore University of Basel, Basel, Switzerland|Department of Biosystems Science and Engineering ETH Zurich, Basel, Switzerland|Swiss Institute of Bioinformatics, Geneva, Switzerland		https://ClinicalTrials.gov/show/NCT04351503
367	NCT04344379	Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus	PREP-COVID	Recruiting	No Results Available	SARS-CoV-2 Infection	Drug: hydroxychloroquine|Drug: azithromycin|Drug: hydroxychloroquine placebo	To assess the impact of hydroxychloroquine and azithromycin on the prevention of SARS-CoV-2 contamination in hospital workers exposed to 40 days of treatment.|Reducing clinical episodes due to suspected SARS-2 CoV infection confirmed by PCR|Reducing seroconversion for SARS-CoV-2 without any clinical sign|Evaluation of drug tolerance in the study|Evaluation on work stopping of hospital workers|Observance of treatment measured by plasmatic concentrations of hydroxychloroquine or azythromycine|Incidence of cardiologic events	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)	Phase 3	900	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention	APHP200386|2020-001273-73	April 15, 2020	July 31, 2020	August 31, 2020	April 14, 2020		April 17, 2020	Hôpital GHU Paris Saclay, Boulogne-Billancourt, France|Hôpital Saint Antoine, Paris, France|Hôpital Broca, Paris, France|Hôpital La Pitié-Salpétrière, Paris, France|Hôpital Cochin, Paris, France|Hôpital européen Georges Pompidou, Paris, France|Hôpital Necker, Paris, France		https://ClinicalTrials.gov/show/NCT04344379
368	NCT04347239	Study to Evaluate the Efficacy and Safety of Leronlimab for Patients With Severe or Critical Coronavirus Disease 2019 (COVID-19)		Recruiting	No Results Available	Coronavirus Disease 2019	Drug: Placebos|Drug: Leronlimab (700mg)	All-cause mortality at Day 28|All-cause mortality at Day 14|Change in clinical status of subject at Day 14 (on a 7 point ordinal scale)|Change in clinical status of subject at Day 28 (on a 7 point ordinal scale)|Change from baseline in Sequential Organ Failure Assessment (SOFA) score at Day 14.	CytoDyn, Inc.	All	18 Years to 65 Years   (Adult, Older Adult)	Phase 2	390	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	CD12_COVID-19	April 15, 2020	December 31, 2020	April 1, 2021	April 15, 2020		April 15, 2020	Montefiore Medical Center, Bronx, New York, United States		https://ClinicalTrials.gov/show/NCT04347239
369	NCT04349618	Ultraprotective Ventilation Without Extracorporeal Circulation During COVID 19 Pneumonia	VT4COVID	Not yet recruiting	No Results Available	Acute Respiratory Distress Syndrome|COVID19|Sars-CoV2|Pneumonia	Other: PROTECTIVE VENTILATION|Other: ULTRAPROTECTIVE VENTILATION	A composite score based on all-cause mortality and the number of ventilator free-days (VFD)|All-cause mortality (intention to treat)|Ventilator-free days (VFD)|All-cause mortality with per protocol analysis|Time to successful extubation|Length of hospital stay|Respiratory parameters assessed daily from inclusion to weaning of deep sedation or 14 days whichever comes first|Daily sedation dose during the first 14 days of the study|Rate of use of rescue therapies|Incidence density rate of severe mixed acidosis|Incidence density rate of ventilator associated pneumonia|Incidence density rate of acute cor pulmonale|Incidence density rate of barotrauma|Incidence density rate of any serious adverse events|Cognitive impairment assessed by phone call using the Telephone Montreal Cognitive Assessment (T-MoCA) test|Quality of life assessed by the RAND 36-Item Health Survey (SF-36) score|Post-traumatic stress disorder assessed by the Impact of Event Scale - revised (IES-R) score by phone call|Cost-efficacy ratio of the innovative strategy compared to the reference strategy	Hospices Civils de Lyon	All	18 Years and older   (Adult, Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	69HCL20_0322	April 14, 2020	July 14, 2021	April 14, 2022	April 16, 2020		April 16, 2020	Service de Médecine Intensive Réanimation CHU Gabriel Montpied, Clermont-Ferrand, France|Service de Médecine Intensive Réanimation Hôpital Michallon - CHU Grenoble Alpes, La Tronche, France|Service de Médecine Intensive Réanimation Hôpital Edouard Herriot Hospices Civils de Lyon, Lyon, France|Service de Réanimation Chirurgicale Hôpital Edouard Herriot Hospices Civils de Lyon, Lyon, France|Service de Médecine Intensive Réanimation Hôpital de la Croix Rousse Hospices Civils de Lyon, Lyon, France|Service de Réanimation Chirurgicale Hôpital de la Croix Rousse Hospices Civils de Lyon, Lyon, France|Service de réanimation Polyvalente Centre Hospitalier Saint Joseph-Saint Luc, Lyon, France|Service de Réanimation Clinique de la Sauvegarde, Lyon, France|Service de Réanimation Polyvalente Centre Hospitalier Lyon Sud Hospices Civils de Lyon, Pierre-Bénite, France|Service de Réanimation Centre hospitalier Annecy Genevois, Pringy, France|Service de Médecine Intensive Réanimation Hôpital Nord - CHU Saint-Etienne, Saint-Priest-en-Jarez, France		https://ClinicalTrials.gov/show/NCT04349618
370	NCT04323800	Efficacy and Safety Human Coronavirus Immune Plasma (HCIP) vs. Control (SARS-CoV-2 Non-immune Plasma) Among Adults Exposed to COVID-19	CSSC-001	Not yet recruiting	No Results Available	Coronavirus|Convalescence	Biological: Anti- SARS-CoV-2 Plasma|Biological: SARS-CoV-2 non-immune Plasma	Cumulative incidence of composite outcome of disease severity|Anti-SARS-CoV-2 titers|Rates of SARS-CoV-2 PCR positivity|Duration of SARS-CoV-2 PCR positivity|Peak quantity levels of SARS-CoV-2 RNA|Cumulative incidence of disease severity	Johns Hopkins University	All	18 Years and older   (Adult, Older Adult)	Phase 2	150	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	IRB00245634	May 1, 2020	December 31, 2022	January 2023	March 27, 2020		April 8, 2020			https://ClinicalTrials.gov/show/NCT04323800
371	NCT04321096	The Impact of Camostat Mesilate on COVID-19 Infection	CamoCO-19	Recruiting	No Results Available	Corona Virus Infection	Drug: Camostat Mesilate|Drug: Placebo oral tablet	Days to clinical improvement from study enrolment|Safety evaluation, as measured by AEs, Adverse Reactions (ARs), SAEs, Serious ARs (SARs)|Clinical status as assessed by the 7-point ordinal scale at day 7, 14 and 30|Day 30 mortality|Change in NEW(2) score from baseline to day 30|Admission to ICU|Use of invasive mechanical ventilation or ECMO|Duration of supplemental oxygen (days)|Days to self-reported recovery (e.g. limitations in daily life activities) during telephone interviews conducted at day 30	University of Aarhus	All	18 Years to 110 Years   (Adult, Older Adult)	Phase 1|Phase 2	180	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	2020-001200-42	March 31, 2020	December 31, 2020	May 1, 2021	March 25, 2020		April 6, 2020	Department of Infectious Diseases, Aalborg, Denmark|Department for Infectious Diseases, Aarhus University Hospital, Aarhus N, Denmark|Herning Regional Hospital, Herning, Denmark|Northzealands hospital - Hillerød, Hillerød, Denmark|Horsens Regional Hospital, Horsens, Denmark|Bispebjerg hospital, København, Denmark|Dept. of Infectious Diseases, Odense University Hospital, Odense, Denmark|Randers Regional Hospital, Randers, Denmark|Silkeborg Hospital, Silkeborg, Denmark		https://ClinicalTrials.gov/show/NCT04321096
372	NCT04351139	Impact of the COVID-19 Pandemic in Gynecological Oncology	COVID-GYN	Not yet recruiting	No Results Available	Gynecologic Cancer|Breast Neoplasm Female|Uterine Neoplasms|Ovarian Neoplasms|Uterine Cervical Neoplasms|Vulvar Neoplasms|Vaginal Neoplasms	Other: modification of the planned therapeutic management	percentage of patients with a change in the planned therapeutic management (surgery, chemotherapy, radiotherapy, hormone therapy)	Hospices Civils de Lyon	Female	18 Years and older   (Adult, Older Adult)		200	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	69HCL20_0346|2020-A01036-33	April 2020	May 2020	May 2020	April 17, 2020		April 17, 2020	Service de Gynécologie, HFME, Hospices Civils de Lyon, Bron, France|Service de Gynécologie, Croix-Rousse, Hospices Civils de Lyon, Lyon, France|Service Gynécologie, CHLS, Hospices Civils de Lyon, Pierre-Bénite, France		https://ClinicalTrials.gov/show/NCT04351139
