Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
594	NCT04312009	Losartan for Patients With COVID-19 Requiring Hospitalization		Recruiting	No Results Available	Corona Virus Infection|Acute Respiratory Distress Syndrome|SARS-CoV Infection	Drug: Losartan|Other: Placebo	Difference in Estimated (PEEP adjusted) P/F Ratio at 7 days|Daily Hypotensive Episodes|Hypotension Requiring Vasopressors|Acute Kidney Injury|Sequential Organ Failure Assessment (SOFA) Total Score|Oxygen Saturation / Fractional Inhaled Oxygen (F/S)|28-Day Mortality|90-Day Mortality|ICU Admission|Number of Ventilator-Free Days|Number of Therapeutic Oxygen-Free Days|Number of Vasopressor-Free Days|Length of ICU Stay|Length of Hospital Stay|Incidence of Respiratory Failure|Change in PROMIS Dyspnea Functional Limitations|Change in PROMIS Dyspnea Severity|Disease Severity Rating|Viral Load by Nasopharyngeal Swab Day 9|Viral Load by Nasopharyngeal Swab Day 15|Viral Load by Blood Day 9|Viral Load by Blood Day 15	University of Minnesota	All	18 Years and older   (Adult, Older Adult)	Phase 2	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	SURG-2020-28675	April 13, 2020	April 1, 2021	April 1, 2021	March 17, 2020		April 22, 2020	Hennepin County Medical Center, Minneapolis, Minnesota, United States|M Health Fairview University of Minnesota Medical Center, Minneapolis, Minnesota, United States|University of Minnesota, Minneapolis, Minnesota, United States		https://ClinicalTrials.gov/show/NCT04312009
595	NCT04359706	Bacterial and Fungal Microbiota of Patients With Severe Viral Pneumonia With SARS-CoV2	MICROVID	Not yet recruiting	No Results Available	Sars-CoV2		Composition of the fecal bacterial and fungal microbiota|Analysis of the faecal microbiota from rectal swab|Analysis of the respiratory microbiota from the bronchoalveolar lavage liquid|Serum inflammatory markers changes|Inflammatory markers changes|Mortality|mechanical ventilation free days	University Hospital, Lille	All	18 Years and older   (Adult, Older Adult)		30	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020_28|2020-A01042-37	April 2020	September 2020	September 2020	April 24, 2020		April 24, 2020			https://ClinicalTrials.gov/show/NCT04359706
596	NCT04361474	Trial Evaluating the Efficacy of Local Budesonide Therapy in the Management of Hyposmia in COVID-19 Patients Without Signs of Severity	COVIDORL	Not yet recruiting	No Results Available	Budesonide|Olfaction Disorders|SARS-CoV-2|Anosmia	Drug: Budesonide Nasal|Other: Physiological serum	improvement of more than 2 points on the ODORATEST	Fondation Ophtalmologique Adolphe de Rothschild|Hopital Lariboisière	All	18 Years and older   (Adult, Older Adult)	Phase 3	120	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	MDL_2020_10	April 25, 2020	April 25, 2020	May 25, 2021	April 24, 2020		April 24, 2020			https://ClinicalTrials.gov/show/NCT04361474
597	NCT04313946	Artificial Intelligence Algorithms for Discriminating Between COVID-19 and Influenza Pneumonitis Using Chest X-Rays	AI-COVID-Xr	Recruiting	No Results Available	COVID-19|Pneumonia, Viral|Influenza With Pneumonia|Flu Symptom|Flu Like Illness|Pneumonia, Interstitial|Pneumonia, Ventilator-Associated|Pneumonia Atypical	Diagnostic Test: Scanning Chest X-rays and performing AI algorithms on images	COVID-19 positive X-Rays|COVID-19 negative X-Rays	Professor Adrian Covic|Falcon Trading Iasi|Romanian Academy of Medical Sciences|Grigore T. Popa University of Medicine and Pharmacy	All	Child, Adult, Older Adult		200	Other	Observational	Observational Model: Ecologic or Community|Time Perspective: Prospective	0110	March 18, 2020	August 16, 2020	August 18, 2020	March 18, 2020		April 27, 2020	U.O. Multidisciplinare di Patologia Mammaria e Ricerca Traslazionale; Dipartimento Universitario Clinico di Scienze Mediche, Chirurgiche e della Salute Università degli Studi di Trieste, Cremona, Italy|University of Medicine and Pharmacy Gr T Popa, Iaşi, Romania|Department of Cardiology at Chelsea and Westminster NHS hospital, London, United Kingdom		https://ClinicalTrials.gov/show/NCT04313946
598	NCT04315948	Trial of Treatments for COVID-19 in Hospitalized Adults	DisCoVeRy	Recruiting	No Results Available	Corona Virus Infection	Drug: Remdesivir|Drug: Lopinavir/ritonavir|Drug: Interferon Beta-1A|Drug: Hydroxychloroquine|Other: Standard of care	Percentage of subjects reporting each severity rating on a 7-point ordinal scale|Percentage of subjects reporting each severity rating on a 7-point on an ordinal scale|The time to discharge or to a NEWS of ≤ 2 and maintained for 24 hours, whichever occurs first.|Number of oxygenation free days in the first 28 days|Incidence of new oxygen use, non-invasive ventilation or high flow oxygen devices during the trial.|Duration of new oxygen use, non-invasive ventilation or high flow oxygen devices during the trial.|Ventilator free days in the first 28 days|Incidence of new mechanical ventilation use during the trial.|Hospitalization|Mortality|Cumulative incidence of serious adverse events (SAEs)|Cumulative incidence of Grade 3 and 4 adverse events (AEs)|Number of participants with a discontinuation or temporary suspension of study drugs (for any reason)|Changes from baseline in blood white cell count|Changes from baseline in haemoglobin|Changes from baseline in platelets|Changes from baseline in creatinine|Changes from baseline in blood electrolytes (including kaliemia)|Changes from baseline in prothrombine time|Changes from baseline in international normalized ratio (INR)|Changes from baseline in glucose|Changes from baseline in total bilirubin|Changes from baseline in alanine aminotransferase (ALT)|Changes from baseline in aspartate aminotransferase (AST)	Institut National de la Santé Et de la Recherche Médicale, France	All	18 Years and older   (Adult, Older Adult)	Phase 3	3100	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	C20-15	March 22, 2020	March 2023	March 2023	March 20, 2020		March 25, 2020	CHRU Lille, Lille, France|CHU Nantes, Nantes, France|APHP - Bichat Claude Bernard, Paris, France		https://ClinicalTrials.gov/show/NCT04315948
599	NCT04311177	Losartan for Patients With COVID-19 Not Requiring Hospitalization		Recruiting	No Results Available	Corona Virus Infection|Acute Respiratory Distress Syndrome|SARS-CoV Infection	Drug: Losartan|Other: Placebo	Hospital Admission|Change in PROMIS Dyspnea Functional Limitations|Change in PROMIS Dyspnea Severity|Daily Maximum Temperature|Emergency Department/Clinic Presentations|Disease Severity Rating Day 7|Disease Severity Rating Day 15|Disease Severity Rating Day 28|Viral Load by Oropharyngeal Swab Day 9|Viral Load by Oropharyngeal Swab Day 15|Ventilator-Free Days|Therapeutic Oxygen-Free Days|Need for Hospital Admission at 15 Days|Need for Oxygen Therapy at 15 Days	University of Minnesota	All	18 Years and older   (Adult, Older Adult)	Phase 2	580	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	SURG-2020-28683	April 9, 2020	April 1, 2021	April 1, 2021	March 17, 2020		April 24, 2020	Hennepin County Medical Center, Minneapolis, Minnesota, United States|M Health Fairview University of Minnesota Medical Center, Minneapolis, Minnesota, United States|University of Minnesota, Minneapolis, Minnesota, United States|Mayo Clinic Health System, Rochester, Minnesota, United States		https://ClinicalTrials.gov/show/NCT04311177
600	NCT04323839	COVID-19 PRIORITY (Pregnancy CoRonavIrus Outcomes RegIsTrY)	PRIORITY	Recruiting	No Results Available	Pregnancy|Coronavirus|COVID-19	Other: Pregnant women under investigation for Coronavirus or diagnosed with COVID-19|Other: Postpartum women under investigation for Coronavirus or diagnosed with COVID-19	Clinical presentation|Disease prognosis outcomes|Pregnancy outcomes|Obstetric outcomes|Neonatal outcomes|Modes of transmission of COVID-19	University of California, San Francisco|University of California, Los Angeles	Female	13 Years and older   (Child, Adult, Older Adult)		2000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	20-30410	March 20, 2020	March 31, 2024	March 31, 2024	March 27, 2020		April 24, 2020	University of California, San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT04323839
601	NCT04335084	A Study of Hydroxychloroquine, Vitamin C, Vitamin D, and Zinc for the Prevention of COVID-19 Infection	HELPCOVID-19	Not yet recruiting	No Results Available	COVID-19|Coronavirus Infection|Sars-CoV2|Corona Virus Infection|COVID|Coronavirus|Coronavirus-19|Coronavirus 19	Drug: Hydroxychloroquine|Dietary Supplement: Vitamin C|Dietary Supplement: Vitamin D|Dietary Supplement: Zinc	Prevention of COVID-19 symptoms as recorded in a daily diary|Safety as determined by presence or absence of Adverse Events and Serious Adverse Events	ProgenaBiome	All	18 Years and older   (Adult, Older Adult)	Phase 2	600	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	PRG-042	April 2020	April 2021	July 2021	April 6, 2020		April 27, 2020	ProgenaBiome, Ventura, California, United States		https://ClinicalTrials.gov/show/NCT04335084
602	NCT04353609	Covid-19 in Patients With Chronic Inflammatory Rheumatism, Auto-immune or Auto-inflammatory Rare and Non-rare Diseases	covid19 fai2r	Recruiting	No Results Available	Sars-CoV2|Chronic Inflammatory Rheumatism|Autoimmune Diseases		Proportion of patients presenting a severe form of covid-19 requiring an intensive care unit admission or leading to death|Proportion of patients who die from a severe form of covid-19|Proportion of patients who present an history of diabetes according to medical records|Proportion of patients who present obesity (validated by Body Mass Index value > 30 kg/cm2)|Proportion of patients who present an history of Chronic Pulmonary Obstructive Disease according to medical records|Proportion of patients who present an history of Asthma according to medical records|Proportion of patients who present an history of Hypertension according to medical records|Proportion of patients who present an history of cardiac disease according to medical records|Proportion of patients who present an history of Pulmonary Interstitial Disease according to medical records|Proportion of patients who present an history of stroke according to medical records|Proportion of patients who present an history of angiotensin-converting-enzyme inhibitor according to medical records|Proportion of patients who present an history of cancer according to medical records	University Hospital, Lille|FAI²R (Auto-immune and auto-inflammatory rare diseases French network)	All	Child, Adult, Older Adult		13770	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	NI_2020_03	April 18, 2020	December 2020	December 2020	April 20, 2020		April 22, 2020	Hôpital Huriez, Lille, France		https://ClinicalTrials.gov/show/NCT04353609
603	NCT04337788	Gerontological Telemonitoring of Older Adults Living in Nursing Homes With COVID-19 Disease	COVIDeHPAD	Not yet recruiting	No Results Available	Coronavirus Infection	Other: telehealth applications	Impact of Gerontological telemonitoring on healthcare management for older adults living in Nursing Homes with symptoms of confirmed or probable COVID-19 disease (Death within 30 days).	University Hospital, Limoges	All	75 Years and older   (Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	87RI20_0013	April 2020	July 2020	September 2020	April 8, 2020		April 8, 2020			https://ClinicalTrials.gov/show/NCT04337788
604	NCT04261426	The Efficacy of Intravenous Immunoglobulin Therapy for Severe 2019-nCoV Infected Pneumonia		Not yet recruiting	No Results Available	2019-nCoV	Drug: Intravenous Immunoglobulin|Other: Standard care	Clinical improvement based on the 7-point scale|Lower Murray lung injury score|28-day mortality|Duration of mechanical ventilation|Duration of hospitalization|Proportion of patients with negative RT-PCR results|Proportion of patients in each category of the 7-point scale|Proportion of patients with normalized inflammation factors|Frequency of Adverse Drug Events|Frequency of Serious Adverse Drug Events	Peking Union Medical College Hospital|Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology	All	18 Years and older   (Adult, Older Adult)	Phase 2|Phase 3	80	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IVIG-001	February 10, 2020	April 30, 2020	June 30, 2020	February 7, 2020		February 7, 2020			https://ClinicalTrials.gov/show/NCT04261426
605	NCT04354779	Antibody Seroprevalence and Rate of Asymptomatic Infections With SARS-CoV-2 in Austrian Hospital Personnel.		Not yet recruiting	No Results Available	Severe Acute Respiratory Syndrome Coronavirus 2|SARS-CoV 2|Coronavirus Infection|Covid19	Diagnostic Test: a specifically designed self-administered questionnaire	Antibody status in HCW|Active virus carriers in HCW|Incubation time|Background incidence rate|Occupation associated infection risk	AUVA|Paracelsus Medical University	All	15 Years to 90 Years   (Child, Adult, Older Adult)		4000	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	AUVA SARS-CoV-2 Studie	April 2020	July 2020	October 2020	April 21, 2020		April 21, 2020			https://ClinicalTrials.gov/show/NCT04354779
606	NCT04255017	A Prospective/Retrospective,Randomized Controlled Clinical Study of Antiviral Therapy in the 2019-nCoV Pneumonia		Recruiting	No Results Available	2019-nCoV	Drug: Abidol hydrochloride|Drug: Oseltamivir|Drug: Lopinavir/ritonavir	Rate of disease remission|Time for lung recovery|Rate of no fever|Rate of respiratory symptom remission|Rate of lung imaging recovery|Rate of CRP,ES,Biochemical criterion(CK,ALT,Mb) recovery|Rate of undetectable viral RNA	Tongji Hospital	All	18 Years and older   (Adult, Older Adult)	Phase 4	400	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	TJ20200128	February 1, 2020	June 1, 2020	July 1, 2020	February 5, 2020		March 17, 2020	Department and Institute of Infectious Disease, Wuhan, Hubei, China		https://ClinicalTrials.gov/show/NCT04255017
607	NCT04332016	COVID-19 Biological Samples Collection	COLCOV19-BX	Recruiting	No Results Available	Infection Viral	Other: biological samples collection	COVID-19 desease description	University Hospital, Bordeaux	All	up to 100 Years   (Child, Adult, Older Adult)		2000	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	CHUBX 2020/11	April 2, 2020	March 2023	March 2023	April 2, 2020		April 3, 2020	Centre Hospitalier Universitaire de Bordeaux, Bordeaux, France		https://ClinicalTrials.gov/show/NCT04332016
608	NCT04254874	A Prospective/Retrospective,Randomized Controlled Clinical Study of Interferon Atomization in the 2019-nCoV Pneumonia		Recruiting	No Results Available	2019-nCoV	Drug: Abidol hydrochloride|Drug: Abidol Hydrochloride combined with Interferon atomization	Rate of disease remission|Time for lung recovery|Rate of no fever|Rate of respiratory symptom remission|Rate of lung imaging recovery|Rate of CRP,ES,Biochemical criterion (CK,ALT,Mb)recovery|Rate of undetectable viral RNA	Tongji Hospital	All	18 Years and older   (Adult, Older Adult)	Phase 4	100	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	TJ20200131	February 1, 2020	June 1, 2020	July 1, 2020	February 5, 2020		March 17, 2020	Department and Institute of Infectious Disease, Wuhan, Hubei, China		https://ClinicalTrials.gov/show/NCT04254874
609	NCT04340466	French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management Study	FRENCH CORONA	Recruiting	No Results Available	Pneumonia, Viral|Critically Ill|Corona Virus Infection	Other: No intervention	Mortality at day 28|severe complications|Imaging|Delay in Microbiological diagnosis|Antiviral therapy|Antibiotic therapy|Covid-19 treatments|Patients receiving renal replacement therapy|Patients receiving mechanical ventilation|Vital status	Centre Hospitalier Universitaire de Nīmes	All	18 Years and older   (Adult, Older Adult)		220	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020-A00797-32	April 3, 2020	June 30, 2020	April 30, 2021	April 9, 2020		April 14, 2020	CHU Nimes, Nîmes, France		https://ClinicalTrials.gov/show/NCT04340466
610	NCT04350099	Emotional Burden of Healthcare Professionals and Covid Infection 19	Emocovid	Not yet recruiting	No Results Available	Emotionnal Distress; COVID-19	Other: quetionnary	anxiety	University Hospital, Limoges	All	Child, Adult, Older Adult		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	87RI20_0015/Emocovid	April 15, 2020	December 15, 2020	June 15, 2021	April 16, 2020		April 16, 2020	CH Esquirol, Limoges, France|CHU de Limoges, Limoges, France		https://ClinicalTrials.gov/show/NCT04350099
611	NCT04316949	Predictors of Respiratory Failure in SARS-Cov-2 Infection		Recruiting	No Results Available	SARS-CoV-2 Pneumonia		Respiratory failure|Occurence of bacterial superinfection	University of Bologna	All	18 Years to 99 Years   (Adult, Older Adult)		350	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	PREDI-CO	March 20, 2020	April 30, 2020	May 31, 2020	March 20, 2020		April 7, 2020	University of Bologna - Department of Medical and Surgical Sciences, Bologna, Italy		https://ClinicalTrials.gov/show/NCT04316949
